stop_id,stop_name,stop_lat,stop_lon,zone_id
"at:44:41198:0:0","Linz/Donau Laskahofstraße","48.2531034591349","14.2890251193777",""
"at:44:41198:0:1","Linz/Donau Laskahofstraße","48.253324768745","14.2890251193777",""
"at:44:41198:0:3","Linz/Donau Laskahofstraße","48.2528642044249","14.2883154503031",""
"at:44:41198:0:4","Linz/Donau Laskahofstraße","48.2528642044249","14.2881088377878",""
"at:44:41199:0:0","Linz/Donau Lederergasse","48.3094705432","14.2990593011027",""
"at:44:41199:0:1","Linz/Donau Lederergasse","48.3099903444315","14.2990233684913",""
"at:44:41199:0:2","Linz/Donau Lederergasse","48.3097931790704","14.2993916777579",""
"at:44:41199:0:3","Linz/Donau Lederergasse","48.3096079624312","14.2987987896703",""
"at:44:41200:0:0","Linz/Donau Ziegeleistraße","48.2918359886948","14.2729003600255",""
"at:44:41200:0:1","Linz/Donau Ziegeleistraße","48.2918718496117","14.2728284948028",""
"at:44:41200:0:2","Linz/Donau Ziegeleistraße","48.292122875325","14.2721817077981",""
"at:44:41200:0:3","Linz/Donau Ziegeleistraße","48.2921826431701","14.2716517017804",""
"at:44:41202:0:0","Linz/Donau Lonstorferplatz","48.2930791524518","14.3135491266376",""
"at:44:41202:0:1","Linz/Donau Lonstorferplatz","48.2931448958463","14.3137018402359",""
"at:44:41203:0:0","Linz/Donau Lüfteneggerstraße","48.3077557590661","14.2962655405687",""
"at:44:41203:0:1","Linz/Donau Lüfteneggerstraße","48.3077019844159","14.2964272373199",""
"at:44:41209:0:0","Linz/Donau Meggauerstraße","48.2704584015958","14.2822069063703",""
"at:44:41209:0:1","Linz/Donau Meggauerstraße","48.2705241741104","14.2824584346499",""
"at:44:41210:0:0","Linz/Donau Mitterweg","48.252110544771","14.300864914824",""
"at:44:41210:0:1","Linz/Donau Mitterweg","48.2525830787101","14.3002899930421",""
"at:44:41210:0:2","Linz/Donau Mitterweg","48.2526189671853","14.3012152577849",""
"at:44:41212:0:0","Linz/Donau Mozartkreuzung","48.3011709306029","14.2903636091512",""
"at:44:41212:0:1","Linz/Donau Mozartkreuzung","48.3006151847921","14.2908486994047",""
"at:44:41212:0:2","Linz/Donau Mozartkreuzung","48.3010454401422","14.2909564972388",""
"at:44:41212:0:3","Linz/Donau Mozartkreuzung","48.3008064098398","14.290435474374",""
"at:44:41213:0:0","Linz/Donau Mozartschule","48.3022943552698","14.2964272373199",""
"at:44:41214:0:0","Linz/Donau Museumstraße","48.3061783457794","14.2932741506722",""
"at:44:41214:0:1","Linz/Donau Museumstraße","48.3057720344607","14.2930585550039",""
"at:44:41215:0:0","Linz/Donau Nebingerstraße","48.2993423248148","14.3281557331594",""
"at:44:41215:0:1","Linz/Donau Nebingerstraße","48.2989180311029","14.3275538619189",""
"at:44:41217:0:1","Linz/Donau Neue Heimat","48.2537673850916","14.2814523215315",""
"at:44:41217:0:2","Linz/Donau Neue Heimat","48.2537314974224","14.2817577487282",""
"at:44:41217:0:3","Linz/Donau Neue Heimat","48.2538331790863","14.2830513227375",""
"at:44:41217:0:4","Linz/Donau Neue Heimat","48.2537614038151","14.2818835128679",""
"at:44:41217:0:5","Linz/Donau Neue Heimat","48.2538750479479","14.2832399689472",""
"at:44:41219:0:0","Linz/Donau Mariendom","48.3005076203879","14.287695612757",""
"at:44:41219:0:1","Linz/Donau Mariendom","48.3004000557571","14.2877405285212",""
"at:44:41220:0:0","Linz/Donau In der Neupeint","48.2495504115667","14.2850815152799",""
"at:44:41220:0:1","Linz/Donau In der Neupeint","48.2496102292254","14.2849288016815",""
"at:44:41222:0:0","Linz/Donau Novaragasse","48.2873053569566","14.2949090844895",""
"at:44:41222:0:1","Linz/Donau Novaragasse","48.2875683597615","14.2953223095202",""
"at:44:41223:0:0","Linz/Donau Obersteg","48.337657634056","14.2933100832835",""
"at:44:41223:0:1","Linz/Donau Obersteg","48.3380696628811","14.2929687234755",""
"at:44:41225:0:0","Linz/Donau Oed","48.2646461687887","14.2773021049183",""
"at:44:41227:0:0","Linz/Donau Paul-Hahn-Straße","48.3070208339417","14.3087431398669",""
"at:44:41227:0:1","Linz/Donau Paul-Hahn-Straße","48.3076302847941","14.3101714611688",""
"at:44:41228:0:0","Linz/Donau Petzoldstraße","48.3151701432754","14.3008020327541",""
"at:44:41228:0:1","Linz/Donau Petzoldstraße","48.3162574160507","14.3022573035146",""
"at:44:41230:0:0","Linz/Donau Prinz-Eugen-Straße","48.3006390879622","14.3102702758501",""
"at:44:41230:0:1","Linz/Donau Prinz-Eugen-Straße","48.3004896929652","14.3102972253086",""
"at:44:41231:0:0","Linz/Donau Pyhrnbahnbrücke","48.2526010229509","14.2772661723069",""
"at:44:41231:0:1","Linz/Donau Pyhrnbahnbrücke","48.2524036359564","14.2775087174337",""
"at:44:41232:0:0","Linz/Donau Pummererstraße","48.3051386603659","14.3172232361501",""
"at:44:41232:0:1","Linz/Donau Pummererstraße","48.3053059674945","14.3168728931893",""
"at:44:41232:0:2","Linz/Donau Pummererstraße","48.3062918733638","14.3165584828398",""
"at:44:41232:0:3","Linz/Donau Pummererstraße","48.305102808767","14.3172681519143",""
"at:44:41233:0:0","Linz/Donau Rädlerweg","48.2510099424645","14.3115458835537",""
"at:44:41233:0:1","Linz/Donau Rädlerweg","48.2509979792658","14.3116626645407",""
"at:44:41234:0:0","Linz/Donau Ramsauerstraße","48.2695614952211","14.2892676645044",""
"at:44:41234:0:1","Linz/Donau Ramsauerstraße","48.2694538653983","14.2891329172118",""
"at:44:41236:0:0","Linz/Donau Regerstraße","48.2885187449709","14.2741041025064",""
"at:44:41236:0:1","Linz/Donau Regerstraße","48.2887399012565","14.2739064731439",""
"at:44:41237:0:0","Linz/Donau Robert-Stolz-Straße","48.2868032569316","14.2778051614775",""
"at:44:41237:0:1","Linz/Donau Robert-Stolz-Straße","48.2870841944587","14.2774727848223",""
"at:44:41238:0:0","Linz/Donau Römerbergschule","48.3023959403239","14.2732057872221",""
"at:44:41238:0:1","Linz/Donau Römerbergschule","48.3021748431825","14.2732237535278",""
"at:44:41241:0:0","Linz/Donau Salesianumweg","48.2980335765354","14.276062429826",""
